ID,ID LAB,PR LISTA,PRODUCTO,PRINCIPIO ACTIVO,ACCION TERAPEUTICA,DESCRIPCION ADICIONAL,Link institucional,BASE,ALTURA,PROFUNDIDAD,PESO,PACK,CAJA MADRE,CATEGORIA,SEGMENTO,SEGMENTO SECUNDARIO,CONCEPTO,LABORATORIO,CODIGO DE BARRAS,C3 REPO,BM REPO,DTO REPO,FECHA DESDE REPO,FECHA HASTA REPO
290250,," $  10,513.00 ",COLOMBO TRICHONAZOL X 100 GR,Ronidazole 5%.,"Antiprotozoario, antibacteriano.",,https://www.ruminal.com.ar/es/trichonazol,0,0,0,0,0,0,CLINICO,VITAMINICO,,POLVO,RUMINAL S.A,0.0,5,0,0,,
29070,," $  7,593.00 ",COLOMBO VITARRESPIRATORIO X 100 GR,Vitaminas A y C.,Estimulante de las defensas.,,https://www.ruminal.com.ar/es/node/81,0,10.2,6.3,126,0,0,CLINICO,VITAMINICO,,POLVO,RUMINAL S.A,7.54697490193E11,5,0,0,,
310152,," $  6,000.00 ","COLONIA ""TOQUE FINAL"" QUAL X 140ML",,Colonia para perros y gatos.,,,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310154,," $  39,900.00 ","COLONIA ""TOQUE FINAL"" QUAL X 2L",,Colonia para perros y gatos.,,,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310155,," $  91,600.00 ","COLONIA ""TOQUE FINAL"" QUAL X 5L",,Colonia para perros y gatos.,,,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
287101,," $  5,475.61 ",COLONIA LOVELY PET X 125 ML. 1640,,Colonia perfumada.,,,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,PORTA,0.0,0,0,0,,
310153,," $  1,135.00 ","COLONIA""TOQUE FINAL"" QUAL X 360",,Colonia para perros y gatos.,,,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
160073,," $  9,665.67 ",COLOTRIN + HA CATS POMO X 80 GR.,"Condroitín, sulfato sódico 2,00 g, Glucosamina, clorhidrato 3,00 g, Metilsulfonilmetano 5,00 g, Ácido hialurónico, sal sódica 0,15 g, Magnesio cloruro, hexahidrato  0,30 g, Zinc sulfato, heptahidrato 0,07g, Aceite de hígado de bacalao 3,00 g.",Condroprotector.,,https://john-martin.com.ar/productos/colotrin-ha-cats/,5.5,12.3,5.5,110,0,40,ANTIARTROSICO,ANTIARTROSICO,,CREMA,JOHN MARTIN,7.798339980102E12,5,40,0,27/04/2025,20/12/2025
160072,," $  16,741.70 ",COLOTRIN + HA DOG POMO X 200 GR.,"Condroitín, sulfato sódico 2,00 g, Glucosamina, clorhidrato 3,00 g, Metilsulfonilmetano 5,00 g, Ácido hialurónico, sal sódica 0,15 g, Magnesio cloruro, hexahidrato  0,30 g, Zinc sulfato, heptahidrato 0,07g, Aceite de hígado de bacalao 3,00 g.",Condroprotector.,,https://john-martin.com.ar/productos/colotrin-ha-dogs,7.1,20,5,258,0,24,ANTIARTROSICO,ANTIARTROSICO,,CREMA,JOHN MARTIN,7.798339980089E12,5,40,0,27/04/2025,20/12/2025
160087,," $  8,762.91 ",COLOTRIN + HA DOGS POMO X 80 GR.,"Condroitín, sulfato sódico 2,00 g, Glucosamina, clorhidrato 3,00 g, Metilsulfonilmetano 5,00 g, Ácido hialurónico, sal sódica 0,15 g, Magnesio cloruro, hexahidrato  0,30 g, Zinc sulfato, heptahidrato 0,07g, Aceite de hígado de bacalao 3,00 g.",Condroprotector.,,https://john-martin.com.ar/productos/colotrin-ha-dogs,5.5,12.3,5.5,110,0,40,ANTIARTROSICO,ANTIARTROSICO,,CREMA,JOHN MARTIN,7.798339980096E12,5,40,0,27/04/2025,20/12/2025
160064,," $  18,931.40 ",COLOTRIN PALATABLE X 30 COMP,Glucosamina clorhidrato 300 mg. Condroitín Sulfato 200 mg. Metilsulfonilmetano 500 mg.,"Condroprotector, reconstituyente. (similar al sosten cg)",,https://john-martin.com.ar/productos/colotrin-palatable,9.6,7.5,5,114,0,45,ANTIARTROSICO,ANTIARTROSICO,,COMPRIMIDO,JOHN MARTIN,7.79833998056E12,8,40,0,22/08/2025,20/12/2025
81001,," $  7,569.85 ",COMFORTIS H/ 4 KG 140MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,,https://www.comfortis.com.ar/,0,0,0,0,0,30,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,10,0,0,,
81002,," $  8,226.25 ",COMFORTIS H/ 9 KG 270MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,,https://www.comfortis.com.ar/,0,0,0,0,0,30,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,10,0,0,,
81003,," $  9,909.62 ",COMFORTIS H/18 KG 560MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,,https://www.comfortis.com.ar/,0,0,0,0,0,30,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,10,0,0,,
81004,," $  11,222.40 ",COMFORTIS H/27 KG 810MG  X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,,https://www.comfortis.com.ar/,0,0,0,0,0,30,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,10,0,0,,
81005,," $  12,260.00 ",COMFORTIS H/54 KG 1620MG X 1 TABL,Spinosad ,En caninos para la prevención y tratamiento de infestaciones de pulgas (Ctenocephalides felis).,,https://www.comfortis.com.ar/,0,0,0,0,0,30,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,10,0,0,,
160070,," $  5,393.67 ",COMPLEJO VITAM. J. MARTIN X 100 ML,"Vit.A, grupo B, C, D, E, K.",Polivitamínico.,,https://john-martin.com.ar/productos/complejo-vitaminico,6.5,12.5,5.5,148,0,40,CLINICO,VITAMINICO,,SUSPENSION,JOHN MARTIN,7.798339980119E12,5,0,0,,
102410,," $  8,108.34 ",COMPLEJO VITAMIN. GOTAS A-B2-D3-E X 10ML,"Vitamina A 1.000.000 U.I.
Vitamina B2 200 mg
Vitamina D3 500.000 U.I.
Vitamina E 100 mg",Suplemento vitamínico,,https://www.fatrovonfranken.com/detalle-productos/complejo-vitaminico-a-b2-d3-e-hidrodispersable/,0,0,0,0,0,36,CLINICO,VITAMINICO,,GOTAS,VON FRANKEN S.A.I.C.,0.0,10,0,0,,
180032,," $  8,545.68 ",COMPLEMIN 3000 MG. X 30 COMP. PALAT.,Pool de vitaminas y minerales.,Suplemento vitamínico mineral.,,https://kualcos.com/suplementos-vitaminicos/,0,0,0,0,0,0,CLINICO,VITAMINICO,,COMPRIMIDO,KUALCOS,0.0,4,0,0,,
1452005,," $  35,958.00 ",COMPLEX PIMODEN 10 KG X 100 COMP,,,,,0,0,0,0,0,0,,,,,J'ANVIER S.R.L.,,3,0,0,,
1452004,," $  7,482.00 ",COMPLEX PIMODEN 10 KG X 20 COMP,,,,,0,0,0,0,0,0,,,,,J'ANVIER S.R.L.,,3,0,0,,
1452007,," $  44,814.00 ",COMPLEX PIMODEN 20 KG X 100 COMP,,,,,0,0,0,0,0,0,,,,,J'ANVIER S.R.L.,,3,0,0,,
1452006,," $  9,132.00 ",COMPLEX PIMODEN 20 KG X 20 COMP,,,,,0,0,0,0,0,0,,,,,J'ANVIER S.R.L.,,3,0,0,,
1452003,," $  32,130.00 ",COMPLEX PIMODEN 5 KG X 100 COMP,,,,,0,0,0,0,0,0,,,,,J'ANVIER S.R.L.,,3,0,0,,
1452001,," $  6,717.00 ",COMPLEX PIMODEN 5 KG X 20 COMP,,,,,0,0,0,0,0,0,,,,,J'ANVIER S.R.L.,,3,0,0,,
3351114,," $  12,650.00 ",CONDROFLEX CANINOS X 30 COMP.,,,,,0,0,0,0,0,0,,,,,AFFORD S.A.,,5,0,0,,
3351112,," $  4,120.00 ",CONDROFLEX FELINOS X 30 COMP.,,,,,0,0,0,0,0,0,,,,,AFFORD S.A.,,5,0,0,,
3351115,," $  37,380.00 ",CONDROFLEX HOSP. CANINOS X 100 COMP.,,,,,0,0,0,0,0,0,,,,,AFFORD S.A.,,2,0,0,,
3351113,," $  11,430.00 ",CONDROFLEX HOSP. FELINOS X 100 COMP.,,,,,0,0,0,0,0,0,,,,,AFFORD S.A.,,2,0,0,,
210043,," $  22,219.10 ",CONDROITIN X 5 ML,Condroitín Sulfato A al 6%.,Condroprotector.,,https://labyes.com/productos/condroitin/?pais=global,0,0,0,0,0,0,ANTIARTROSICO,ANTIARTROSICO,,INYECTABLE,LABYES S.A.,7.798176420632E12,5,0,0,,
307008,," $  124,066.00 ",CONDROVET FORCE HA X 100 COMP.(10 BL),Condroitín sulfato y la Glucosamina HC,complemento dietario para las articulaciones,,https://www.vetanco.com/es/produto/condrovet-force-ha/,17.1,25.1,6.1,418,0,16,ANTIARTROSICO,ANTIARTROSICO,,COMPRIMIDO,VETANCO S.A.,7.798197133436E12,3,15,0,22/08/2025,20/12/2025
149201,," $  53,000.00 ",CONDROVITAMINA CANINOS X 120 COMP.,ACS + Glucosamina + Vitamina E + Manganeso,Antiartrìtico – Antiartròsico - Terapéutico y Preventivo. Reconstituyente. Vitamínico,,https://laboratoriofrances.com.ar/nuestros-productos/acs-comprimidos/,0,0,0,0,0,0,CLINICO,VITAMINICO,,COMPRIMIDO,L.T.F.,0.0,4,0,0,,
149200,," $  30,000.00 ",CONDROVITAMINA CANINOS X 60 COMP,ACS + Glucosamina + Vitamina E + Manganeso,Antiartrìtico – Antiartròsico - Terapéutico y Preventivo. Reconstituyente. Vitamínico,,https://laboratoriofrances.com.ar/nuestros-productos/acs-comprimidos/,0,0,0,0,0,0,CLINICO,VITAMINICO,,COMPRIMIDO,L.T.F.,0.0,0,0,0,,
145036,," $  8,103.00 ",CONTAL 150 MG. X  20 COMP,Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.7,5,2,18,0,0,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.798340370237E12,3,0,0,,
145037,," $  39,456.00 ",CONTAL 150 MG. X 100 COMP.,Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.5,5.5,8,98,0,80,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.798340370244E12,3,50,0,22/08/2025,20/12/2025
145010,," $  3,960.00 ",CONTAL 15MG X  25 COMP,Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.5,5,2,10,0,0,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.798340370183E12,3,0,0,,
145030,," $  13,860.00 ",CONTAL 15MG X 100 COMP,Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.5,5,2,22,0,0,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.79834037019E12,3,0,0,,
145035,," $  41,580.00 ",CONTAL 15MG X 300 COMP (12CX25 COMP),Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.5,5,8,96,0,80,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.798340370206E12,2,50,0,11/05/2025,20/12/2025
145034,," $  6,648.00 ",CONTAL 60 MG X  30 COMP.,Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.5,5,2,18,0,0,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.798340370213E12,5,0,0,,
145033,," $  37,284.00 ",CONTAL 60 MG X 180 COMP.,Fenobarbital.,"Sedante, hipnótico, anticonvulsivante.",,https://www.laboratoriosjanvier.com.ar/productos/contal-fenobarbital/,9.5,5.5,8,106,0,80,CLINICO,ANESTESICO,,COMPRIMIDO,J'ANVIER S.R.L.,7.79834037022E12,4,50,0,11/05/2025,20/12/2025
901851,," $  61,952.00 ",CONVENIA INY X 4 ML.,Cefovecin.,Antibiótico de larga acción.,,https://ar.zoetis.com/products/caninos/convenia.aspx,6.2,7.2,3.5,54,0,0,CLINICO,ANTIBIOTICO,,INYECTABLE,PFIZER CAD. FRIO,0.0,3,0,0,,
901850,," $  115,178.00 ",CONVENIA INY. X 10 ML.,Cefovecin.,Antibiótico de larga acción.,,https://ar.zoetis.com/products/caninos/convenia.aspx,7.5,7.3,5,76,0,0,CLINICO,ANTIBIOTICO,,INYECTABLE,PFIZER CAD. FRIO,0.0,3,0,0,,
125016,," $  10,951.00 ",COPRODIGEST X 21 TAB (5 GR),"triptofano, extracto seco de yuca, y bromelina",Complemento Dietario,,https://www.laboratoriosaton.com.ar/coprodigest.php,12.2,7,3.9,120,0,0,CLINICO,DIGESTIVO,,COMPRIMIDO,ATON LAB.,7.790601105183E12,5,0,0,,
170241,," $  12,217.40 ",CORTIDURAL 20MG X 5 ML.,"Metilprednisolona acetato, 2 g",Corticoide inyectable.,,https://www.koniglab.com/producto/corti-dural-20/,0,3.8,0,16,0,0,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,KONIG S.A.,7.791432000357E12,2,0,0,,
145100,," $  39,231.00 ",CORULETS CICAT.OFT HOSPITALARIO (10X5ML),"Gentamicina, amino_cidos y vitaminas.",Regenerador de tejidos oculares.,,https://www.laboratoriosjanvier.com.ar/productos/corulets-cicatrizante-oftalmico/,18,8,6.5,178,0,0,CLINICO,OFTALMOLOGICO,,GOTAS,J'ANVIER S.R.L.,7.798340370534E12,3,0,0,,
145090,," $  4,359.00 ",CORULETS CICAT.OFT X 5ML.,"Gentamicina, aminoácidos y vitaminas.",Regenerador de tejidos oculares.,,https://www.laboratoriosjanvier.com.ar/productos/corulets-cicatrizante-oftalmico/,3.5,7.5,3,16,0,0,CLINICO,OFTALMOLOGICO,,GOTAS,J'ANVIER S.R.L.,7.79834037051E12,3,0,0,,
310150,," $  16,500.00 ",CR. ENJ. SHINEPET X 2L,,"Crema de enjuague, Frutal y Frescura natural.",,https://labesencial.com.ar/productos.php?#shinepet,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310129,," $  6,500.00 ",CR. ENJ. SHINEPET X 500,,"Crema de enjuague, Frutal y Frescura natural.",,https://labesencial.com.ar/productos.php?#shinepet,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310151,," $  30,400.00 ",CR. ENJ. SHINEPET X 5L,,"Crema de enjuague, Frutal y Frescura natural.",,https://labesencial.com.ar/productos.php?#shinepet,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
81020,," $  9,161.39 ",CREDELIO  1.3 KG A 2.5 KG X 1 C (56MG),Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,6,14,1.9,16,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,5.420036943402E12,1,0,0,,
81021,," $  10,726.10 ",CREDELIO  2.5 KG A 5.5 KG X 1 C (112MG),Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,6,14,1.9,16,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,5.420086943419E12,3,0,0,,
81022,," $  11,546.20 ",CREDELIO  5.5 KG A 11 KG  X 1 C (225MG),Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,6,14,1.9,0,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,3,0,0,,
81023,," $  14,858.90 ",CREDELIO 11 KG A 22 KG X 1 C (450MG),Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,6,14,1.9,0,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,3,0,0,,
81024,," $  17,589.00 ",CREDELIO 22 KG A 45 KG X 1 C (900MG),Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,0,0,0,0,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,3,0,0,,
81028,," $  32,907.10 ",CREDELIO PACK X 3 H/  2.5 KG.  56.5 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,6,14,1.9,16,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,5.42003694401E12,1,0,0,,
81029,," $  38,428.00 ",CREDELIO PACK X 3 H/  5.5 KG. 112 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,6,14,1.9,18,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,5.420036944027E12,5,0,0,,
81030,," $  41,316.80 ",CREDELIO PACK X 3 H/ 11 KG. 225 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,0,0,0,0,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,5,0,0,,
81031,," $  55,106.10 ",CREDELIO PACK X 3 H/ 22 KG. 450 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,0,0,0,0,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,5,0,0,,
81032,," $  63,836.80 ",CREDELIO PACK X 3 H/ 45 KG. 900 MG.,Lotilaner.,Pulguicida y Garrapaticida  Perros,,https://www.credelio.com.ar/,0,0,0,0,0,192,ANTIPARASITARIO EXTERNO,,,COMPRIMIDO,ELANCO SRL,0.0,5,0,0,,
210151,," $  26,131.20 ",CREMA 6A AEROSOL X 80 ML.,"Neomicina 500 mg, Bacitracina 40000 UI , Dexametasona 25 mg, y Griseofulvina. 96 mg","Crema Antibiótica, Antiinflamatoria, Antialérgica, Antipruriginosa, Anestésica y Antimicótica.",,https://labyes.com/productos/6a/?pais=global,0,15.1,3.5,92,0,60,CLINICO,DERMICO,,AEROSOL,LABYES S.A.,7.798176421271E12,5,0,0,,
210051,," $  8,843.38 ",CREMA 6A POMO X 15 GR.,"Neomicina 250 mg, Bacitracina 50000 UI, Dexametasona 25 mg, Benzoca_na 1000 mg y Griseofulvina 180 mg","Crema Antibiótica, Antiinflamatoria, Antialérgica, Antipruriginosa, Anestésica y Antimicótica.",,https://labyes.com/productos/6a/?pais=global,12.1,3.3,3,26,0,90,CLINICO,DERMICO,,CREMA,LABYES S.A.,7.798176420465E12,5,60,0,01/11/2025,20/12/2025
210150,," $  14,395.30 ",CREMA 6A POMO X 30 GR.,"Neomicina 250 mg, Bacitracina 50000 UI, Dexametasona 25 mg, Benzoca_na 1000 mg y Griseofulvina 180 mg","Crema Antibiótica, Antiinflamatoria, Antialérgica, Antipruriginosa, Anestésica y Antimicótica.",,https://labyes.com/productos/6a/?pais=global,14.1,4.7,3.1,46,0,90,CLINICO,DERMICO,,CREMA,LABYES S.A.,7.798176420472E12,5,0,0,,
149016,," $  39,000.00 ",CREMA ANALGESICA LTF X 1 KG.,"Salicilato de amilo, Alcanfor, Oleoresina de Capsico.",Antiinflamatoria - Antirreumática - Analgésica - Efecto Instantáneo.,,https://laboratoriofrances.com.ar/nuestros-productos/crema-analgesica/,0,0,0,0,0,0,CLINICO,ANTIINFLAMATORIO,,CREMA,L.T.F.,0.0,0,0,0,,
265010,," $  5,899.38 ",CREMA DE ORDEÑE NORT C/ALOE X 250 GR,"Aloe Vera, Vit.A.","Bactericida, lubricante, cicatrizante y suavizante.",,,8,7.2,8,294,0,72,CLINICO,DERMICO,,CREMA,NERVION,0.0,5,0,0,,
265030,," $  5,320.91 ",CREMA DE ORDEÑE NORT C/ELAS. X 125,"Aloe Vera, Vit.A, Elastina.","Bactericida, lubricante, cicatrizante y suavizante.",,,8,4.9,8,152,0,96,CLINICO,DERMICO,,CREMA,NERVION,0.0,5,0,0,,
265020,," $  8,405.47 ",CREMA DE ORDEÑE NORT X 450 GR,Vitamina A.,"Lubricante, cicatrizante.",,,9.8,7.8,9.8,466,0,36,CLINICO,DERMICO,,CREMA,NERVION,0.0,5,0,0,,
240096,," $  7,037.00 ",CREMA ISAMI X 15 GR.,"Neomicina Sulfato 0,35 g. Ketoconazol micronizado 2.0 g. Triamcinolona Acetonida 0.1 g. Viatmina A (Palmitato) 150.000 U.I. Vitamina D2 50.000 U.I., Lidocaína Clorhidrato 2.0 g. Lanolina Anhidra 5.0 g.",Antimicótica - Antibiótica - Antiinflamatoria - Regeneradora Dérmica - Anestésica.,,https://lablove.com.ar/m/2/18/pequenos-animales/isami,12.2,4.1,2,28,0,0,CLINICO,OFTALMOLOGICO,,CREMA,LOVE,7.79834653026E12,10,0,0,,
240095,," $  12,059.00 ",CREMA ISAMI X 30 GR.,,Antimicótica - Antibiótica - Antiinflamatoria - Regeneradora Dérmica - Anestésica.,,https://lablove.com.ar/m/2/18/pequenos-animales/isami,14.8,4.6,2.6,44,0,0,CLINICO,OFTALMOLOGICO,,CREMA,LOVE,7.798346530284E12,10,0,0,,
31075,," $  22,400.00 ",CREMSOL CREMA ENJUAGUE X 2 LT.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,5,0,0,,
310072,," $  5,950.00 ",CREMSOL CREMA ENJUAGUE X 260 ML.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,10,0,0,,
310071,," $  1,850.00 ",CREMSOL CREMA ENJUAGUE X 40 ML.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,5,0,0,,
31080,," $  49,400.00 ",CREMSOL CREMA ENJUAGUE X 5 LT.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,3,0,0,,
310073,," $  7,800.00 ",CREMSOL CREMA ENJUAGUE X 500 ML.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,5,0,0,,
310202,," $  23,700.00 ",CREMSOL ENJ.TONAL.BLACK X 2 LT.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague con resalt.r de color negro.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310200,," $  6,500.00 ",CREMSOL ENJ.TONAL.BLACK X 260 ML,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague con resalt.r de color negro.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,5,0,0,,
310203,," $  52,500.00 ",CREMSOL ENJ.TONAL.BLACK X 5 LT.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague con resalt.r de color negro.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310201,," $  9,300.00 ",CREMSOL ENJ.TONAL.BLACK X 500 ML.,"Aloe Vera, aceite de palta, resalt. de brillo.",Crema de enjuague con resalt.r de color negro.,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310206,," $  23,700.00 ",CREMSOL ENJ.TONAL.BRONZE X 2 LT.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310204,," $  6,500.00 ",CREMSOL ENJ.TONAL.BRONZE X 260 ML.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,5,0,0,,
310207,," $  52,500.00 ",CREMSOL ENJ.TONAL.BRONZE X 5 LT.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310205,," $  9,300.00 ",CREMSOL ENJ.TONAL.BRONZE X 500 ML.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310210,," $  23,700.00 ",CREMSOL ENJ.TONAL.SILVER X 2 LT.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310208,," $  6,500.00 ",CREMSOL ENJ.TONAL.SILVER X 260 ML.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,5,0,0,,
310211,," $  52,500.00 ",CREMSOL ENJ.TONAL.SILVER X 5 LT.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
310209,," $  9,300.00 ",CREMSOL ENJ.TONAL.SILVER X 500 ML.,,,,https://labesencial.com.ar/productos.php?#cremsol,0,0,0,0,0,0,HIGIENE Y BELLEZA,,,LIQUIDO,LAB. ESENCIAL SRL,0.0,0,0,0,,
350207,," $  46,385.40 ",CUMEPINA COMPUESTA X 100 ML(AGROPHARMA),"N-Butil bromuro de Hioscina 4 mgr 1-Fenil-2, 3-dimetil-5-pirazolona 4- metilaminomet 500 mgr Nipagín sódico 2 mgr",Analgésico espasmolítico. Solución inyectable. Similar a la Buscapina,,null,5,12.5,2,222,0,0,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,"LAB. ""VARIOS""",0.0,3,0,0,,
